SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
SEREMI Metropolitana de Santiago,Providencia,Clínica Santa María,15,73,206
SEREMI Metropolitana de Santiago,Providencia,VACUMED,0,2,3
SEREMI Metropolitana de Santiago,Providencia,VAXPROSALUD,1,8,18
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Clínica El Bosque,0,6,26
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Internacional Immunitas SpA,0,4,14
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Mediclown,1,1,3
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio RENVAC,1,3,9
SEREMI Metropolitana de Santiago,Pudahuel,Centro Medico y Dental Del Valle,0,0,0
SEREMI Metropolitana de Santiago,Recoleta,Clínica Dávila,17,57,132
SEREMI Metropolitana de Santiago,Santiago,Centro Médico Vida Integra Alameda,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,1,1,7
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Megasalud Alameda,1,7,20
SEREMI Metropolitana de Santiago,Santiago,Clínica Juan Pablo II,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Instituto de Seguridad del Trabajo de Santiago,0,0,1
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Red de Salud UC CHRISTUS,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,12,43,113
SEREMI Metropolitana de Santiago,Talagante,Vacunatorio NEWVAX,1,7,10
SEREMI Metropolitana de Santiago,Vitacura,Clínica Alemana,27,111,282
SEREMI Metropolitana de Santiago,Vitacura,Clínica Tabancura,7,21,54
SEREMI Metropolitana de Santiago,Vitacura,Procedimientos Clínicos Alto Tabancura,3,9,25
SEREMI Metropolitana de Santiago,Ñuñoa,Hospital Carabineros,7,43,139
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Pharmavisan,0,0,0
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Varik,5,9,25
