SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
SEREMI Metropolitana de Santiago,Providencia,Clínica Santa María,35,107,311
SEREMI Metropolitana de Santiago,Providencia,VACUMED,2,3,13
SEREMI Metropolitana de Santiago,Providencia,VAXPROSALUD,1,17,69
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Clínica El Bosque,1,27,69
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Internacional Immunitas SpA,0,8,33
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Mediclown,0,7,30
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio RENVAC,4,14,32
SEREMI Metropolitana de Santiago,Pudahuel,Centro Medico y Dental Del Valle,0,0,0
SEREMI Metropolitana de Santiago,Recoleta,Clínica Dávila,12,82,241
SEREMI Metropolitana de Santiago,Santiago,Centro Médico Vida Integra Alameda,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,4,22,68
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Megasalud Alameda,5,18,53
SEREMI Metropolitana de Santiago,Santiago,Clínica Juan Pablo II,0,1,16
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Instituto de Seguridad del Trabajo de Santiago,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Red de Salud UC CHRISTUS,0,0,16
SEREMI Metropolitana de Santiago,Santiago,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,19,98,347
SEREMI Metropolitana de Santiago,Talagante,Vacunatorio NEWVAX,6,12,28
SEREMI Metropolitana de Santiago,Vitacura,Clínica Alemana,60,222,723
SEREMI Metropolitana de Santiago,Vitacura,Clínica Tabancura,25,83,220
SEREMI Metropolitana de Santiago,Vitacura,Procedimientos Clínicos Alto Tabancura,4,8,41
SEREMI Metropolitana de Santiago,Ñuñoa,Hospital Carabineros,18,128,415
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Pharmavisan,0,0,1
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Varik,2,5,42
