SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
SEREMI Metropolitana de Santiago,Providencia,VACUMED,0,0,3
SEREMI Metropolitana de Santiago,Providencia,VAXPROSALUD,7,16,33
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Clínica El Bosque,9,15,31
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Internacional Immunitas SpA,4,9,19
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Mediclown,4,5,16
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio RENVAC,0,6,17
SEREMI Metropolitana de Santiago,Pudahuel,Centro Medico y Dental Del Valle,0,0,0
SEREMI Metropolitana de Santiago,Recoleta,Clínica Dávila,26,66,142
SEREMI Metropolitana de Santiago,Santiago,Centro Médico Vida Integra Alameda,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,3,25,56
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Megasalud Alameda,4,9,27
SEREMI Metropolitana de Santiago,Santiago,Clínica Juan Pablo II,0,0,2
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Instituto de Seguridad del Trabajo de Santiago,0,4,4
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Red de Salud UC CHRISTUS,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,45,86,174
SEREMI Metropolitana de Santiago,Talagante,Vacunatorio NEWVAX,1,3,16
SEREMI Metropolitana de Santiago,Vitacura,Clínica Alemana,82,166,393
SEREMI Metropolitana de Santiago,Vitacura,Clínica Tabancura,29,50,119
SEREMI Metropolitana de Santiago,Vitacura,Procedimientos Clínicos Alto Tabancura,9,9,17
SEREMI Metropolitana de Santiago,Ñuñoa,Hospital Carabineros,73,91,191
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Pharmavisan,0,0,0
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Varik,5,6,12
