SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
SEREMI Metropolitana de Santiago,Providencia,VACUMED,2,3,10
SEREMI Metropolitana de Santiago,Providencia,VAXPROSALUD,1,1,40
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Clínica El Bosque,1,6,44
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Internacional Immunitas SpA,0,0,20
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Mediclown,0,5,13
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio RENVAC,1,4,27
SEREMI Metropolitana de Santiago,Pudahuel,Centro Medico y Dental Del Valle,0,0,0
SEREMI Metropolitana de Santiago,Recoleta,Clínica Dávila,12,30,164
SEREMI Metropolitana de Santiago,Santiago,Centro Médico Vida Integra Alameda,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,4,12,44
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Megasalud Alameda,5,9,38
SEREMI Metropolitana de Santiago,Santiago,Clínica Juan Pablo II,0,1,15
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Instituto de Seguridad del Trabajo de Santiago,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Red de Salud UC CHRISTUS,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,19,41,204
SEREMI Metropolitana de Santiago,Talagante,Vacunatorio NEWVAX,2,8,22
SEREMI Metropolitana de Santiago,Vitacura,Clínica Alemana,23,122,489
SEREMI Metropolitana de Santiago,Vitacura,Clínica Tabancura,7,43,163
SEREMI Metropolitana de Santiago,Vitacura,Procedimientos Clínicos Alto Tabancura,2,6,17
SEREMI Metropolitana de Santiago,Ñuñoa,Hospital Carabineros,18,37,247
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Pharmavisan,0,0,1
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Varik,2,2,28
