SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
SEREMI Metropolitana de Santiago,Providencia,VACUMED,0,0,0
SEREMI Metropolitana de Santiago,Providencia,VAXPROSALUD,0,13,34
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Clínica El Bosque,3,21,40
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Internacional Immunitas SpA,4,9,24
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Mediclown,0,5,9
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio RENVAC,3,4,15
SEREMI Metropolitana de Santiago,Pudahuel,Centro Medico y Dental Del Valle,0,0,0
SEREMI Metropolitana de Santiago,Recoleta,Clínica Dávila,5,59,148
SEREMI Metropolitana de Santiago,Santiago,Centro Médico Vida Integra Alameda,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,0,6,46
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Megasalud Alameda,1,9,22
SEREMI Metropolitana de Santiago,Santiago,Clínica Juan Pablo II,0,0,1
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Instituto de Seguridad del Trabajo de Santiago,0,0,4
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Red de Salud UC CHRISTUS,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,8,67,171
SEREMI Metropolitana de Santiago,Talagante,Vacunatorio NEWVAX,0,1,7
SEREMI Metropolitana de Santiago,Vitacura,Clínica Alemana,34,152,357
SEREMI Metropolitana de Santiago,Vitacura,Clínica Tabancura,7,41,91
SEREMI Metropolitana de Santiago,Vitacura,Procedimientos Clínicos Alto Tabancura,0,12,18
SEREMI Metropolitana de Santiago,Ñuñoa,Hospital Carabineros,4,72,180
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Pharmavisan,0,0,0
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Varik,1,12,17
