SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
SEREMI Metropolitana de Santiago,Providencia,VACUMED,0,0,3
SEREMI Metropolitana de Santiago,Providencia,VAXPROSALUD,0,18,42
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Clínica El Bosque,0,16,43
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Internacional Immunitas SpA,0,15,23
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Mediclown,0,4,14
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio RENVAC,0,11,27
SEREMI Metropolitana de Santiago,Pudahuel,Centro Medico y Dental Del Valle,0,0,0
SEREMI Metropolitana de Santiago,Recoleta,Clínica Dávila,6,86,174
SEREMI Metropolitana de Santiago,Santiago,Centro Médico Vida Integra Alameda,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,0,40,63
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Megasalud Alameda,2,13,34
SEREMI Metropolitana de Santiago,Santiago,Clínica Juan Pablo II,0,1,2
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Instituto de Seguridad del Trabajo de Santiago,0,4,4
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Red de Salud UC CHRISTUS,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,13,98,199
SEREMI Metropolitana de Santiago,Talagante,Vacunatorio NEWVAX,1,6,20
SEREMI Metropolitana de Santiago,Vitacura,Clínica Alemana,19,181,430
SEREMI Metropolitana de Santiago,Vitacura,Clínica Tabancura,5,45,135
SEREMI Metropolitana de Santiago,Vitacura,Procedimientos Clínicos Alto Tabancura,1,1,11
SEREMI Metropolitana de Santiago,Ñuñoa,Hospital Carabineros,25,100,234
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Pharmavisan,0,0,0
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Varik,0,4,10
