SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
SEREMI Metropolitana de Santiago,Providencia,VACUMED,0,2,4
SEREMI Metropolitana de Santiago,Providencia,VAXPROSALUD,0,4,9
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Clínica El Bosque,0,10,27
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Internacional Immunitas SpA,2,6,11
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Mediclown,0,2,4
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio RENVAC,1,4,13
SEREMI Metropolitana de Santiago,Pudahuel,Centro Medico y Dental Del Valle,0,0,0
SEREMI Metropolitana de Santiago,Recoleta,Clínica Dávila,4,39,78
SEREMI Metropolitana de Santiago,Santiago,Centro Médico Vida Integra Alameda,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,0,6,9
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Megasalud Alameda,1,8,14
SEREMI Metropolitana de Santiago,Santiago,Clínica Juan Pablo II,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Instituto de Seguridad del Trabajo de Santiago,1,1,1
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Red de Salud UC CHRISTUS,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,2,22,48
SEREMI Metropolitana de Santiago,Talagante,Vacunatorio NEWVAX,1,2,8
SEREMI Metropolitana de Santiago,Vitacura,Clínica Alemana,20,95,208
SEREMI Metropolitana de Santiago,Vitacura,Clínica Tabancura,3,15,26
SEREMI Metropolitana de Santiago,Vitacura,Procedimientos Clínicos Alto Tabancura,0,5,15
SEREMI Metropolitana de Santiago,Ñuñoa,Hospital Carabineros,4,34,72
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Pharmavisan,0,0,0
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Varik,4,15,28
