SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
SEREMI Metropolitana de Santiago,Providencia,Clínica Santa María,38,189,602
SEREMI Metropolitana de Santiago,Providencia,VACUMED,6,9,36
SEREMI Metropolitana de Santiago,Providencia,VAXPROSALUD,2,43,159
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Clínica El Bosque,3,39,146
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Internacional Immunitas SpA,7,25,81
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio Mediclown,2,23,80
SEREMI Metropolitana de Santiago,Providencia,Vacunatorio RENVAC,7,18,71
SEREMI Metropolitana de Santiago,Pudahuel,Centro Medico y Dental Del Valle,0,0,0
SEREMI Metropolitana de Santiago,Recoleta,Clínica Dávila,22,149,487
SEREMI Metropolitana de Santiago,Santiago,Centro Médico Vida Integra Alameda,0,0,0
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,11,45,200
SEREMI Metropolitana de Santiago,Santiago,Centro Médico y Dental Megasalud Alameda,9,35,117
SEREMI Metropolitana de Santiago,Santiago,Clínica Juan Pablo II,3,12,33
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Instituto de Seguridad del Trabajo de Santiago,0,0,4
SEREMI Metropolitana de Santiago,Santiago,Hospital Clínico Red de Salud UC CHRISTUS,0,16,144
SEREMI Metropolitana de Santiago,Santiago,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,16,234,676
SEREMI Metropolitana de Santiago,Talagante,Vacunatorio NEWVAX,5,16,71
SEREMI Metropolitana de Santiago,Vitacura,Clínica Alemana,74,459,1105
SEREMI Metropolitana de Santiago,Vitacura,Clínica Tabancura,28,130,363
SEREMI Metropolitana de Santiago,Vitacura,Procedimientos Clínicos Alto Tabancura,1,30,82
SEREMI Metropolitana de Santiago,Ñuñoa,Hospital Carabineros,38,273,1279
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Pharmavisan,0,1,1
SEREMI Metropolitana de Santiago,Ñuñoa,Vacunatorio Varik,5,35,60
